x y z
-1.153 2.074 -0.333
-1.153 2.074 -0.331
-1.153 2.074 -0.329
-1.153 2.074 -0.328
-1.153 2.074 -0.326
-1.153 2.074 -0.324
-1.153 2.074 -0.322
-1.154 2.074 -0.320
-1.153 2.074 -0.319
-1.153 2.074 -0.317
-1.153 2.075 -0.315
-1.153 2.075 -0.314
-1.153 2.075 -0.311
-1.153 2.075 -0.310
-1.153 2.075 -0.308
-1.152 2.075 -0.307
-1.153 2.075 -0.304
-1.153 2.075 -0.303
-1.152 2.075 -0.301
-1.152 2.075 -0.299
-1.152 2.075 -0.298
-1.152 2.075 -0.296
-1.152 2.075 -0.294
-1.152 2.075 -0.292
-1.152 2.075 -0.290
-1.151 2.075 -0.290
-1.152 2.075 -0.287
-1.152 2.075 -0.285
-1.151 2.075 -0.284
-1.151 2.075 -0.282
-1.150 2.075 -0.281
-1.151 2.075 -0.279
-1.151 2.075 -0.277
-1.150 2.075 -0.276
-1.150 2.075 -0.275
-1.151 2.075 -0.273
-1.150 2.075 -0.272
-1.151 2.074 -0.271
-1.151 2.074 -0.269
-1.152 2.074 -0.267
-1.152 2.073 -0.266
-1.153 2.073 -0.265
-1.153 2.073 -0.263
-1.153 2.073 -0.262
-1.153 2.073 -0.261
-1.152 2.073 -0.261
-1.153 2.073 -0.259
-1.153 2.073 -0.257
-1.153 2.073 -0.256
-1.153 2.073 -0.254
-1.153 2.073 -0.253
-1.153 2.073 -0.252
-1.153 2.073 -0.251
-1.153 2.073 -0.250
-1.153 2.073 -0.249
-1.154 2.073 -0.247
-1.154 2.073 -0.246
-1.154 2.073 -0.245
-1.154 2.073 -0.244
-1.155 2.073 -0.242
-1.154 2.073 -0.242
-1.155 2.073 -0.240
-1.155 2.073 -0.240
-1.155 2.073 -0.239
-1.155 2.073 -0.238
-1.155 2.073 -0.237
-1.156 2.073 -0.235
-1.156 2.073 -0.235
-1.156 2.074 -0.233
-1.156 2.074 -0.233
-1.156 2.074 -0.231
-1.156 2.074 -0.230
-1.156 2.074 -0.229
-1.155 2.074 -0.228
-1.155 2.074 -0.227
-1.155 2.074 -0.226
-1.154 2.073 -0.225
-1.152 2.071 -0.224
-1.151 2.068 -0.223
-1.149 2.065 -0.222
-1.146 2.061 -0.222
-1.145 2.057 -0.222
-1.142 2.052 -0.222
-1.140 2.048 -0.221
-1.137 2.043 -0.222
-1.135 2.038 -0.222
-1.132 2.033 -0.222
-1.129 2.027 -0.223
-1.126 2.022 -0.224
-1.124 2.017 -0.224
-1.120 2.011 -0.225
-1.117 2.006 -0.226
-1.114 2.000 -0.227
-1.111 1.993 -0.228
-1.107 1.987 -0.229
-1.104 1.981 -0.230
-1.100 1.975 -0.231
-1.097 1.969 -0.232
-1.092 1.962 -0.234
-1.089 1.955 -0.235
-1.085 1.949 -0.237
-1.081 1.942 -0.238
-1.078 1.935 -0.240
-1.074 1.929 -0.241
-1.069 1.922 -0.243
-1.065 1.915 -0.245
-1.062 1.908 -0.247
-1.058 1.901 -0.249
-1.054 1.894 -0.251
-1.050 1.886 -0.253
-1.046 1.879 -0.255
-1.042 1.872 -0.257
-1.038 1.864 -0.259
-1.034 1.857 -0.261
-1.030 1.849 -0.264
-1.025 1.841 -0.266
-1.021 1.833 -0.268
-1.017 1.826 -0.271
-1.013 1.818 -0.273
-1.009 1.810 -0.276
-1.004 1.802 -0.278
-1.000 1.793 -0.280
-0.996 1.785 -0.283
-0.991 1.777 -0.286
-0.987 1.768 -0.288
-0.982 1.760 -0.290
-0.978 1.751 -0.293
-0.973 1.742 -0.296
-0.969 1.733 -0.298
-0.965 1.724 -0.301
-0.960 1.716 -0.303
-0.955 1.707 -0.306
-0.951 1.698 -0.308
-0.946 1.689 -0.311
-0.941 1.680 -0.314
-0.936 1.671 -0.316
-0.931 1.662 -0.319
-0.926 1.653 -0.322
-0.921 1.644 -0.324
-0.916 1.635 -0.327
-0.911 1.625 -0.329
-0.906 1.616 -0.332
-0.901 1.607 -0.335
-0.896 1.597 -0.337
-0.891 1.587 -0.340
-0.886 1.578 -0.342
-0.881 1.568 -0.345
-0.876 1.558 -0.348
-0.871 1.548 -0.350
-0.866 1.539 -0.353
-0.861 1.529 -0.356
-0.856 1.519 -0.358
-0.852 1.510 -0.360
-0.849 1.502 -0.363
-0.848 1.497 -0.364
-0.847 1.494 -0.366
-0.848 1.494 -0.367
-0.849 1.496 -0.368
-0.851 1.499 -0.370
-0.854 1.503 -0.371
-0.856 1.509 -0.373
-0.859 1.513 -0.374
-0.861 1.516 -0.375
-0.862 1.519 -0.376
-0.863 1.520 -0.377
-0.864 1.522 -0.378
-0.865 1.524 -0.379
-0.866 1.525 -0.379
-0.867 1.526 -0.380
-0.867 1.527 -0.380
-0.868 1.528 -0.380
-0.868 1.529 -0.380
-0.869 1.529 -0.380
-0.869 1.530 -0.380
-0.869 1.529 -0.380
-0.869 1.529 -0.379
-0.869 1.529 -0.379
-0.869 1.529 -0.379
-0.869 1.528 -0.378
-0.868 1.528 -0.377
-0.868 1.527 -0.377
-0.868 1.526 -0.376
-0.867 1.525 -0.375
-0.867 1.524 -0.375
-0.867 1.522 -0.374
-0.866 1.521 -0.373
-0.866 1.519 -0.372
-0.866 1.517 -0.371
-0.865 1.516 -0.369
-0.864 1.514 -0.368
-0.864 1.512 -0.367
-0.863 1.510 -0.366
-0.863 1.508 -0.364
-0.862 1.506 -0.363
-0.862 1.505 -0.362
-0.861 1.503 -0.360
-0.860 1.501 -0.359
-0.860 1.499 -0.357
-0.859 1.497 -0.356
-0.859 1.496 -0.355
-0.858 1.494 -0.353
-0.857 1.492 -0.352
-0.857 1.490 -0.350
-0.856 1.489 -0.349
-0.856 1.487 -0.348
-0.855 1.486 -0.346
-0.855 1.484 -0.345
-0.855 1.483 -0.344
-0.854 1.481 -0.343
-0.854 1.480 -0.341
-0.854 1.479 -0.340
-0.853 1.478 -0.339
-0.853 1.477 -0.338
-0.853 1.477 -0.337
-0.852 1.476 -0.336
-0.852 1.475 -0.335
-0.852 1.474 -0.334
-0.852 1.474 -0.333
-0.851 1.473 -0.333
-0.851 1.473 -0.332
-0.851 1.472 -0.331
-0.851 1.472 -0.330
-0.850 1.471 -0.330
-0.850 1.471 -0.329
-0.850 1.471 -0.329
-0.850 1.471 -0.328
-0.850 1.471 -0.328
-0.850 1.470 -0.327
-0.850 1.471 -0.327
-0.850 1.471 -0.326
-0.849 1.471 -0.326
-0.850 1.471 -0.325
-0.849 1.471 -0.325
-0.849 1.471 -0.325
-0.849 1.472 -0.324
-0.849 1.472 -0.324
-0.849 1.472 -0.323
-0.849 1.472 -0.323
-0.849 1.473 -0.322
-0.849 1.473 -0.322
-0.849 1.474 -0.321
-0.849 1.474 -0.321
-0.848 1.475 -0.320
-0.848 1.475 -0.319
-0.848 1.475 -0.319
-0.848 1.475 -0.318
-0.848 1.475 -0.318
-0.848 1.476 -0.317
-0.848 1.475 -0.316
-0.847 1.476 -0.315
-0.847 1.476 -0.315
-0.847 1.475 -0.314
-0.847 1.475 -0.313
-0.847 1.475 -0.312
-0.847 1.475 -0.311
-0.847 1.474 -0.310
-0.846 1.474 -0.309
-0.846 1.473 -0.308
-0.846 1.473 -0.307
-0.846 1.472 -0.305
-0.846 1.472 -0.304
-0.845 1.471 -0.303
-0.845 1.470 -0.302
-0.845 1.469 -0.300
-0.844 1.468 -0.299
-0.844 1.467 -0.298
-0.843 1.466 -0.296
-0.843 1.465 -0.295
-0.842 1.464 -0.293
-0.842 1.463 -0.292
-0.841 1.462 -0.290
-0.841 1.461 -0.289
-0.840 1.460 -0.287
-0.840 1.459 -0.285
-0.839 1.458 -0.284
-0.839 1.457 -0.282
-0.838 1.456 -0.281
-0.837 1.455 -0.279
-0.837 1.453 -0.277
-0.837 1.452 -0.276
-0.836 1.451 -0.274
-0.836 1.450 -0.272
-0.835 1.449 -0.271
-0.835 1.447 -0.269
