x y z
-1.422 1.998 -0.398
-1.423 1.997 -0.396
-1.424 1.996 -0.394
-1.424 1.995 -0.392
-1.425 1.994 -0.390
-1.426 1.993 -0.389
-1.426 1.992 -0.387
-1.427 1.991 -0.385
-1.428 1.990 -0.383
-1.429 1.989 -0.381
-1.429 1.987 -0.380
-1.430 1.986 -0.378
-1.431 1.985 -0.376
-1.432 1.984 -0.375
-1.432 1.983 -0.372
-1.433 1.982 -0.371
-1.434 1.981 -0.369
-1.434 1.980 -0.367
-1.434 1.979 -0.365
-1.435 1.978 -0.363
-1.436 1.977 -0.361
-1.436 1.976 -0.360
-1.437 1.976 -0.358
-1.438 1.975 -0.356
-1.438 1.973 -0.354
-1.439 1.973 -0.352
-1.440 1.972 -0.350
-1.440 1.971 -0.348
-1.441 1.970 -0.347
-1.441 1.970 -0.345
-1.441 1.969 -0.343
-1.441 1.968 -0.341
-1.440 1.966 -0.339
-1.443 1.967 -0.338
-1.443 1.966 -0.336
-1.444 1.966 -0.334
-1.444 1.965 -0.332
-1.444 1.965 -0.330
-1.445 1.964 -0.329
-1.446 1.964 -0.327
-1.446 1.963 -0.325
-1.447 1.962 -0.324
-1.447 1.961 -0.322
-1.448 1.961 -0.320
-1.448 1.960 -0.318
-1.449 1.960 -0.317
-1.449 1.959 -0.315
-1.450 1.959 -0.314
-1.451 1.958 -0.312
-1.451 1.958 -0.311
-1.451 1.957 -0.309
-1.452 1.956 -0.307
-1.452 1.956 -0.306
-1.453 1.955 -0.304
-1.453 1.955 -0.303
-1.453 1.954 -0.301
-1.454 1.953 -0.300
-1.454 1.953 -0.298
-1.454 1.952 -0.297
-1.454 1.952 -0.295
-1.455 1.952 -0.294
-1.455 1.951 -0.292
-1.455 1.951 -0.291
-1.455 1.951 -0.289
-1.455 1.950 -0.288
-1.455 1.949 -0.286
-1.455 1.949 -0.284
-1.455 1.948 -0.283
-1.456 1.948 -0.281
-1.456 1.947 -0.280
-1.456 1.947 -0.279
-1.456 1.946 -0.277
-1.457 1.946 -0.276
-1.457 1.945 -0.274
-1.457 1.945 -0.273
-1.458 1.945 -0.271
-1.457 1.946 -0.270
-1.457 1.946 -0.269
-1.457 1.947 -0.267
-1.456 1.948 -0.265
-1.455 1.949 -0.264
-1.454 1.950 -0.263
-1.453 1.952 -0.262
-1.451 1.953 -0.260
-1.450 1.955 -0.259
-1.448 1.956 -0.258
-1.446 1.958 -0.257
-1.443 1.960 -0.257
-1.441 1.962 -0.256
-1.436 1.963 -0.254
-1.435 1.967 -0.254
-1.432 1.970 -0.254
-1.429 1.973 -0.253
-1.425 1.976 -0.254
-1.421 1.979 -0.254
-1.417 1.982 -0.252
-1.414 1.985 -0.251
-1.410 1.989 -0.250
-1.405 1.992 -0.249
-1.401 1.996 -0.248
-1.396 2.000 -0.247
-1.392 2.003 -0.247
-1.387 2.007 -0.246
-1.382 2.010 -0.245
-1.377 2.014 -0.244
-1.372 2.017 -0.243
-1.367 2.021 -0.242
-1.361 2.024 -0.241
-1.356 2.028 -0.241
-1.350 2.031 -0.240
-1.343 2.033 -0.238
-1.340 2.038 -0.238
-1.334 2.042 -0.237
-1.329 2.045 -0.237
-1.323 2.049 -0.236
-1.318 2.052 -0.236
-1.312 2.056 -0.235
-1.307 2.060 -0.235
-1.302 2.063 -0.234
