x y z
-1.923 -0.340 -0.628
-1.923 -0.340 -0.626
-1.924 -0.340 -0.625
-1.924 -0.340 -0.624
-1.925 -0.340 -0.622
-1.925 -0.341 -0.621
-1.925 -0.341 -0.619
-1.925 -0.341 -0.617
-1.925 -0.341 -0.616
-1.925 -0.341 -0.614
-1.925 -0.342 -0.613
-1.925 -0.342 -0.612
-1.926 -0.342 -0.610
-1.926 -0.343 -0.609
-1.926 -0.343 -0.607
-1.926 -0.343 -0.606
-1.926 -0.344 -0.604
-1.926 -0.344 -0.603
-1.926 -0.344 -0.601
-1.926 -0.345 -0.600
-1.926 -0.345 -0.598
-1.926 -0.346 -0.596
-1.926 -0.346 -0.595
-1.926 -0.346 -0.594
-1.926 -0.346 -0.592
-1.927 -0.347 -0.591
-1.927 -0.347 -0.589
-1.927 -0.347 -0.588
-1.927 -0.348 -0.586
-1.927 -0.348 -0.585
-1.927 -0.348 -0.584
-1.926 -0.348 -0.582
-1.926 -0.349 -0.581
-1.926 -0.349 -0.579
-1.926 -0.349 -0.578
-1.926 -0.350 -0.576
-1.926 -0.350 -0.575
-1.926 -0.350 -0.574
-1.927 -0.351 -0.572
-1.927 -0.351 -0.571
-1.927 -0.351 -0.570
-1.927 -0.351 -0.569
-1.927 -0.351 -0.567
-1.927 -0.351 -0.566
-1.927 -0.352 -0.565
-1.927 -0.352 -0.563
-1.927 -0.353 -0.562
-1.926 -0.353 -0.561
-1.926 -0.353 -0.560
-1.926 -0.354 -0.558
-1.926 -0.354 -0.557
-1.926 -0.355 -0.556
-1.926 -0.355 -0.555
-1.927 -0.355 -0.554
-1.927 -0.356 -0.552
-1.927 -0.356 -0.551
-1.927 -0.356 -0.550
-1.926 -0.356 -0.549
-1.926 -0.356 -0.548
-1.926 -0.356 -0.547
-1.926 -0.356 -0.545
-1.925 -0.356 -0.544
-1.925 -0.356 -0.543
-1.925 -0.356 -0.542
-1.925 -0.356 -0.540
-1.924 -0.356 -0.540
-1.924 -0.356 -0.538
-1.924 -0.356 -0.537
-1.924 -0.356 -0.536
-1.923 -0.356 -0.535
-1.923 -0.356 -0.534
-1.922 -0.356 -0.533
-1.920 -0.357 -0.532
-1.917 -0.357 -0.531
-1.914 -0.358 -0.530
-1.910 -0.359 -0.529
-1.906 -0.359 -0.528
-1.901 -0.360 -0.528
-1.897 -0.361 -0.527
-1.892 -0.362 -0.527
-1.887 -0.363 -0.526
-1.881 -0.364 -0.526
-1.876 -0.365 -0.526
-1.871 -0.366 -0.526
-1.865 -0.368 -0.526
-1.859 -0.369 -0.526
-1.853 -0.370 -0.527
-1.847 -0.371 -0.527
-1.841 -0.372 -0.527
-1.834 -0.374 -0.528
-1.828 -0.375 -0.528
-1.821 -0.376 -0.528
-1.814 -0.377 -0.529
-1.807 -0.378 -0.530
-1.800 -0.379 -0.530
-1.792 -0.381 -0.531
-1.786 -0.382 -0.531
-1.778 -0.383 -0.532
-1.771 -0.384 -0.533
-1.764 -0.384 -0.534
-1.756 -0.385 -0.535
-1.749 -0.386 -0.536
-1.741 -0.387 -0.537
-1.734 -0.388 -0.538
-1.726 -0.389 -0.539
-1.718 -0.390 -0.540
-1.711 -0.391 -0.541
-1.703 -0.392 -0.542
-1.695 -0.394 -0.544
-1.687 -0.395 -0.545
-1.678 -0.396 -0.547
-1.670 -0.398 -0.548
-1.662 -0.399 -0.549
-1.653 -0.400 -0.551
-1.645 -0.402 -0.552
-1.636 -0.403 -0.554
-1.628 -0.405 -0.555
-1.619 -0.406 -0.557
-1.610 -0.407 -0.558
-1.601 -0.409 -0.560
-1.593 -0.411 -0.561
-1.584 -0.412 -0.562
-1.575 -0.414 -0.564
-1.566 -0.416 -0.565
-1.556 -0.417 -0.567
-1.548 -0.419 -0.568
-1.538 -0.420 -0.569
-1.528 -0.421 -0.571
-1.519 -0.423 -0.572
-1.509 -0.424 -0.574
-1.500 -0.426 -0.575
-1.490 -0.427 -0.577
-1.480 -0.428 -0.578
-1.470 -0.430 -0.579
-1.460 -0.431 -0.581
-1.449 -0.432 -0.582
-1.439 -0.433 -0.583
-1.429 -0.434 -0.584
-1.419 -0.436 -0.586
-1.409 -0.437 -0.587
-1.398 -0.438 -0.589
-1.388 -0.439 -0.590
-1.378 -0.440 -0.591
-1.367 -0.441 -0.593
-1.357 -0.443 -0.594
-1.347 -0.444 -0.595
-1.336 -0.446 -0.596
-1.326 -0.447 -0.598
-1.317 -0.449 -0.599
-1.309 -0.450 -0.600
-1.304 -0.451 -0.601
-1.302 -0.452 -0.602
-1.302 -0.453 -0.604
-1.304 -0.454 -0.605
-1.307 -0.454 -0.607
-1.311 -0.454 -0.609
-1.316 -0.454 -0.611
-1.320 -0.455 -0.613
-1.323 -0.455 -0.615
-1.325 -0.455 -0.617
-1.327 -0.455 -0.619
-1.329 -0.456 -0.620
-1.330 -0.456 -0.621
-1.331 -0.456 -0.622
-1.332 -0.457 -0.623
-1.333 -0.457 -0.623
-1.334 -0.458 -0.624
-1.334 -0.458 -0.624
-1.334 -0.459 -0.624
-1.334 -0.459 -0.625
-1.334 -0.460 -0.625
-1.334 -0.460 -0.625
-1.333 -0.461 -0.625
-1.332 -0.462 -0.624
-1.331 -0.462 -0.624
-1.330 -0.463 -0.624
-1.329 -0.464 -0.624
-1.328 -0.465 -0.623
-1.327 -0.465 -0.623
-1.326 -0.466 -0.622
-1.324 -0.467 -0.622
-1.322 -0.468 -0.621
-1.321 -0.469 -0.620
-1.319 -0.470 -0.620
-1.318 -0.471 -0.619
-1.316 -0.472 -0.618
-1.314 -0.473 -0.617
-1.312 -0.474 -0.616
-1.310 -0.475 -0.616
-1.308 -0.477 -0.615
-1.306 -0.478 -0.613
-1.304 -0.479 -0.612
-1.302 -0.480 -0.611
-1.300 -0.481 -0.610
-1.298 -0.482 -0.609
-1.296 -0.483 -0.608
-1.295 -0.484 -0.607
-1.293 -0.485 -0.606
-1.291 -0.486 -0.605
-1.290 -0.486 -0.604
-1.288 -0.487 -0.603
-1.286 -0.488 -0.602
-1.285 -0.489 -0.601
-1.283 -0.490 -0.601
-1.282 -0.490 -0.600
-1.281 -0.491 -0.599
-1.279 -0.492 -0.599
-1.278 -0.493 -0.598
-1.277 -0.493 -0.597
-1.276 -0.494 -0.596
-1.275 -0.494 -0.596
-1.274 -0.495 -0.596
-1.273 -0.495 -0.595
-1.272 -0.496 -0.595
-1.271 -0.496 -0.595
-1.270 -0.496 -0.594
-1.269 -0.497 -0.594
-1.269 -0.497 -0.594
-1.268 -0.497 -0.594
-1.268 -0.498 -0.594
-1.267 -0.498 -0.594
-1.267 -0.499 -0.594
-1.266 -0.499 -0.594
-1.266 -0.499 -0.594
-1.266 -0.499 -0.594
-1.265 -0.500 -0.594
-1.265 -0.500 -0.594
-1.265 -0.500 -0.594
-1.265 -0.500 -0.594
-1.265 -0.500 -0.594
-1.265 -0.500 -0.595
-1.264 -0.500 -0.595
-1.264 -0.500 -0.595
