x y z
-1.991 -0.280 -0.583
-1.991 -0.280 -0.582
-1.990 -0.280 -0.581
-1.989 -0.279 -0.581
-1.989 -0.279 -0.580
-1.988 -0.279 -0.579
-1.989 -0.280 -0.577
-1.988 -0.279 -0.577
-1.987 -0.279 -0.576
-1.987 -0.279 -0.575
-1.986 -0.279 -0.574
-1.986 -0.279 -0.573
-1.985 -0.279 -0.572
-1.985 -0.279 -0.571
-1.984 -0.279 -0.570
-1.984 -0.279 -0.569
-1.983 -0.280 -0.568
-1.982 -0.280 -0.567
-1.982 -0.280 -0.566
-1.982 -0.281 -0.565
-1.981 -0.281 -0.564
-1.981 -0.281 -0.563
-1.980 -0.281 -0.562
-1.980 -0.281 -0.561
-1.979 -0.281 -0.560
-1.979 -0.281 -0.559
-1.978 -0.281 -0.558
-1.977 -0.281 -0.557
-1.977 -0.281 -0.556
-1.976 -0.280 -0.555
-1.976 -0.280 -0.554
-1.974 -0.279 -0.554
-1.973 -0.279 -0.553
-1.973 -0.278 -0.552
-1.972 -0.278 -0.551
-1.971 -0.278 -0.550
-1.972 -0.279 -0.549
-1.971 -0.278 -0.548
-1.971 -0.278 -0.547
-1.970 -0.278 -0.546
-1.970 -0.279 -0.544
-1.970 -0.279 -0.544
-1.969 -0.279 -0.543
-1.969 -0.278 -0.542
-1.969 -0.278 -0.541
-1.968 -0.278 -0.540
-1.968 -0.278 -0.540
-1.968 -0.278 -0.539
-1.967 -0.278 -0.538
-1.967 -0.277 -0.538
-1.967 -0.277 -0.537
-1.966 -0.277 -0.536
-1.966 -0.277 -0.535
-1.966 -0.277 -0.535
-1.965 -0.276 -0.534
-1.965 -0.276 -0.533
-1.965 -0.276 -0.532
-1.964 -0.276 -0.532
-1.963 -0.276 -0.531
-1.963 -0.276 -0.530
-1.962 -0.276 -0.529
-1.962 -0.276 -0.529
-1.961 -0.277 -0.528
-1.960 -0.277 -0.527
-1.959 -0.277 -0.526
-1.958 -0.277 -0.525
-1.957 -0.277 -0.524
-1.957 -0.277 -0.524
-1.956 -0.277 -0.523
-1.955 -0.277 -0.522
-1.954 -0.276 -0.521
-1.954 -0.275 -0.520
-1.953 -0.274 -0.519
-1.952 -0.272 -0.518
-1.951 -0.270 -0.517
-1.951 -0.268 -0.517
-1.950 -0.266 -0.516
-1.949 -0.263 -0.515
-1.948 -0.260 -0.514
-1.948 -0.257 -0.514
-1.947 -0.253 -0.513
-1.946 -0.250 -0.512
-1.946 -0.245 -0.512
-1.945 -0.241 -0.511
-1.945 -0.237 -0.511
-1.945 -0.232 -0.511
-1.945 -0.228 -0.510
-1.945 -0.223 -0.510
-1.945 -0.217 -0.510
-1.945 -0.212 -0.509
-1.945 -0.206 -0.509
-1.945 -0.201 -0.508
-1.944 -0.195 -0.508
-1.945 -0.189 -0.507
-1.944 -0.183 -0.506
-1.944 -0.177 -0.506
-1.944 -0.171 -0.505
-1.943 -0.165 -0.504
-1.943 -0.158 -0.503
-1.943 -0.152 -0.502
-1.942 -0.146 -0.501
-1.942 -0.139 -0.500
-1.942 -0.133 -0.500
-1.941 -0.127 -0.499
-1.941 -0.120 -0.498
-1.941 -0.114 -0.497
-1.940 -0.108 -0.496
-1.940 -0.102 -0.494
-1.940 -0.095 -0.494
-1.939 -0.089 -0.493
-1.939 -0.083 -0.492
-1.939 -0.076 -0.491
-1.938 -0.069 -0.490
-1.938 -0.063 -0.489
-1.938 -0.056 -0.489
-1.938 -0.050 -0.488
-1.938 -0.043 -0.488
-1.938 -0.036 -0.487
-1.938 -0.030 -0.486
-1.938 -0.023 -0.486
-1.937 -0.016 -0.485
-1.937 -0.009 -0.485
-1.937 -0.002 -0.484
-1.937 0.005 -0.484
-1.936 0.012 -0.483
-1.936 0.019 -0.483
-1.936 0.026 -0.483
-1.935 0.033 -0.482
-1.934 0.041 -0.482
-1.934 0.048 -0.481
-1.934 0.055 -0.481
-1.933 0.063 -0.480
-1.933 0.070 -0.480
-1.933 0.077 -0.479
-1.933 0.085 -0.479
-1.932 0.093 -0.479
-1.932 0.100 -0.478
-1.932 0.108 -0.478
-1.931 0.116 -0.478
-1.931 0.124 -0.478
-1.931 0.131 -0.478
-1.931 0.139 -0.477
-1.931 0.147 -0.477
-1.931 0.154 -0.477
-1.930 0.162 -0.477
-1.930 0.170 -0.477
-1.930 0.178 -0.477
-1.930 0.184 -0.476
-1.930 0.190 -0.476
-1.930 0.195 -0.476
-1.930 0.199 -0.476
-1.931 0.202 -0.477
-1.931 0.203 -0.477
-1.931 0.201 -0.478
-1.931 0.199 -0.479
-1.930 0.194 -0.480
-1.930 0.190 -0.481
-1.929 0.186 -0.482
-1.929 0.182 -0.484
-1.928 0.179 -0.485
-1.928 0.176 -0.486
-1.926 0.173 -0.487
-1.925 0.171 -0.488
-1.924 0.169 -0.488
-1.923 0.167 -0.489
-1.921 0.166 -0.489
-1.920 0.165 -0.489
-1.919 0.164 -0.489
-1.917 0.163 -0.489
-1.916 0.163 -0.489
-1.914 0.162 -0.488
-1.913 0.162 -0.488
-1.911 0.162 -0.487
-1.910 0.163 -0.487
-1.908 0.163 -0.487
-1.907 0.164 -0.486
-1.905 0.164 -0.485
-1.904 0.165 -0.485
-1.902 0.166 -0.484
-1.900 0.168 -0.484
-1.899 0.169 -0.483
-1.897 0.170 -0.483
-1.896 0.171 -0.482
-1.894 0.172 -0.481
-1.893 0.173 -0.480
-1.891 0.175 -0.480
-1.890 0.176 -0.479
-1.888 0.177 -0.478
-1.887 0.179 -0.477
-1.885 0.180 -0.476
-1.884 0.182 -0.476
-1.883 0.184 -0.475
-1.882 0.185 -0.474
-1.880 0.187 -0.474
-1.879 0.188 -0.473
-1.878 0.190 -0.472
-1.877 0.191 -0.472
-1.876 0.193 -0.471
-1.875 0.195 -0.470
-1.874 0.196 -0.470
-1.873 0.197 -0.469
-1.872 0.199 -0.468
-1.872 0.200 -0.467
-1.871 0.202 -0.467
-1.870 0.203 -0.466
-1.869 0.204 -0.466
-1.868 0.205 -0.465
-1.867 0.207 -0.464
-1.866 0.208 -0.464
-1.866 0.209 -0.463
-1.866 0.210 -0.463
-1.865 0.212 -0.463
-1.866 0.212 -0.461
-1.865 0.213 -0.461
-1.864 0.214 -0.461
-1.864 0.215 -0.460
