x y z
-1.495 2.080 -0.383
-1.496 2.080 -0.381
-1.496 2.079 -0.379
-1.496 2.078 -0.377
-1.497 2.078 -0.375
-1.497 2.077 -0.374
-1.497 2.077 -0.372
-1.498 2.076 -0.370
-1.498 2.076 -0.368
-1.498 2.075 -0.366
-1.498 2.074 -0.364
-1.499 2.074 -0.363
-1.499 2.073 -0.361
-1.499 2.073 -0.359
-1.499 2.072 -0.358
-1.500 2.072 -0.356
-1.500 2.071 -0.354
-1.501 2.070 -0.352
-1.501 2.070 -0.351
-1.502 2.069 -0.349
-1.502 2.068 -0.347
-1.502 2.068 -0.345
-1.503 2.068 -0.344
-1.503 2.067 -0.342
-1.503 2.066 -0.340
-1.503 2.066 -0.339
-1.502 2.066 -0.337
-1.502 2.066 -0.336
-1.502 2.065 -0.334
-1.503 2.065 -0.332
-1.503 2.064 -0.330
-1.503 2.064 -0.329
-1.503 2.063 -0.327
-1.503 2.063 -0.325
-1.504 2.063 -0.323
-1.504 2.062 -0.322
-1.504 2.062 -0.321
-1.504 2.061 -0.319
-1.505 2.061 -0.317
-1.505 2.060 -0.315
-1.505 2.060 -0.314
-1.505 2.060 -0.313
-1.506 2.059 -0.311
-1.506 2.059 -0.309
-1.506 2.058 -0.308
-1.507 2.058 -0.306
-1.507 2.057 -0.304
-1.507 2.057 -0.304
-1.507 2.056 -0.302
-1.508 2.056 -0.300
-1.508 2.056 -0.299
-1.509 2.055 -0.297
-1.509 2.055 -0.296
-1.509 2.054 -0.294
-1.510 2.054 -0.293
-1.510 2.054 -0.292
-1.510 2.053 -0.290
-1.510 2.053 -0.289
-1.510 2.053 -0.288
-1.510 2.052 -0.286
-1.510 2.052 -0.285
-1.510 2.052 -0.284
-1.510 2.052 -0.283
-1.511 2.051 -0.282
-1.511 2.051 -0.280
-1.511 2.051 -0.279
-1.511 2.050 -0.278
-1.512 2.049 -0.278
-1.513 2.049 -0.276
-1.514 2.048 -0.276
-1.515 2.046 -0.276
-1.516 2.044 -0.275
-1.518 2.041 -0.274
-1.518 2.037 -0.275
-1.518 2.033 -0.274
-1.517 2.029 -0.274
-1.516 2.025 -0.274
-1.515 2.020 -0.275
-1.513 2.015 -0.275
-1.511 2.010 -0.275
-1.509 2.005 -0.275
-1.506 2.000 -0.276
-1.503 1.995 -0.276
-1.500 1.990 -0.276
-1.496 1.984 -0.277
-1.493 1.979 -0.278
-1.489 1.973 -0.278
-1.486 1.967 -0.279
-1.481 1.962 -0.280
-1.477 1.956 -0.281
-1.473 1.950 -0.282
-1.469 1.944 -0.283
-1.465 1.937 -0.284
-1.461 1.931 -0.285
-1.457 1.925 -0.287
-1.452 1.919 -0.288
-1.448 1.912 -0.289
-1.443 1.906 -0.291
-1.439 1.899 -0.292
-1.435 1.893 -0.294
-1.431 1.886 -0.296
-1.427 1.879 -0.298
-1.423 1.872 -0.299
-1.418 1.865 -0.301
-1.414 1.858 -0.303
-1.410 1.851 -0.305
-1.406 1.844 -0.307
-1.402 1.837 -0.309
-1.398 1.830 -0.312
-1.394 1.822 -0.314
-1.389 1.815 -0.316
-1.385 1.807 -0.318
-1.380 1.800 -0.321
-1.376 1.792 -0.323
-1.371 1.785 -0.325
-1.366 1.777 -0.328
-1.361 1.769 -0.330
-1.356 1.761 -0.333
-1.351 1.754 -0.335
-1.345 1.746 -0.337
-1.340 1.738 -0.340
-1.335 1.730 -0.342
-1.329 1.722 -0.345
-1.323 1.714 -0.347
-1.318 1.705 -0.349
-1.312 1.697 -0.352
-1.307 1.689 -0.355
-1.301 1.680 -0.357
-1.295 1.672 -0.360
-1.290 1.663 -0.362
-1.285 1.655 -0.365
-1.279 1.646 -0.367
-1.273 1.637 -0.370
-1.268 1.629 -0.373
-1.262 1.620 -0.375
-1.257 1.611 -0.378
-1.252 1.602 -0.381
-1.246 1.593 -0.383
-1.241 1.584 -0.386
-1.235 1.575 -0.389
-1.229 1.566 -0.392
-1.224 1.556 -0.394
-1.218 1.547 -0.397
-1.213 1.537 -0.400
-1.207 1.528 -0.403
-1.201 1.518 -0.405
-1.195 1.509 -0.408
-1.190 1.499 -0.411
-1.184 1.489 -0.413
-1.178 1.480 -0.417
-1.173 1.471 -0.419
-1.168 1.463 -0.421
-1.164 1.458 -0.423
-1.162 1.455 -0.424
-1.161 1.454 -0.425
-1.161 1.455 -0.426
-1.162 1.458 -0.427
-1.164 1.462 -0.428
-1.166 1.466 -0.430
-1.168 1.472 -0.431
-1.170 1.476 -0.432
-1.171 1.479 -0.433
-1.172 1.481 -0.434
-1.173 1.484 -0.435
-1.173 1.486 -0.436
-1.174 1.488 -0.436
-1.175 1.489 -0.437
-1.176 1.491 -0.437
-1.176 1.492 -0.437
-1.176 1.493 -0.437
-1.176 1.494 -0.436
-1.176 1.494 -0.436
-1.176 1.495 -0.436
-1.176 1.495 -0.436
-1.175 1.495 -0.435
-1.175 1.495 -0.434
-1.174 1.494 -0.434
-1.174 1.494 -0.433
-1.174 1.493 -0.432
-1.173 1.492 -0.432
-1.172 1.491 -0.431
-1.172 1.490 -0.430
-1.171 1.489 -0.429
-1.170 1.487 -0.428
-1.170 1.486 -0.427
-1.169 1.484 -0.426
-1.168 1.482 -0.425
-1.167 1.481 -0.424
-1.166 1.479 -0.422
-1.165 1.477 -0.421
-1.164 1.476 -0.420
-1.163 1.474 -0.418
-1.162 1.472 -0.417
-1.161 1.470 -0.415
-1.160 1.469 -0.414
-1.159 1.467 -0.412
-1.158 1.465 -0.411
-1.157 1.463 -0.409
-1.155 1.462 -0.408
-1.154 1.460 -0.406
-1.153 1.458 -0.404
-1.152 1.457 -0.403
-1.151 1.456 -0.401
-1.149 1.455 -0.400
-1.149 1.453 -0.398
-1.147 1.452 -0.397
-1.146 1.451 -0.396
-1.146 1.450 -0.394
-1.145 1.449 -0.393
-1.144 1.448 -0.392
-1.143 1.447 -0.390
-1.142 1.446 -0.389
-1.141 1.446 -0.389
-1.141 1.445 -0.387
-1.140 1.445 -0.387
-1.139 1.444 -0.386
-1.139 1.444 -0.385
-1.138 1.444 -0.384
-1.138 1.443 -0.383
-1.137 1.443 -0.382
-1.137 1.443 -0.381
-1.136 1.443 -0.381
-1.136 1.443 -0.381
-1.135 1.443 -0.381
-1.135 1.444 -0.380
-1.134 1.444 -0.379
-1.134 1.445 -0.379
-1.134 1.445 -0.378
-1.134 1.446 -0.378
-1.133 1.446 -0.378
-1.133 1.447 -0.377
-1.133 1.447 -0.377
-1.133 1.448 -0.376
-1.132 1.448 -0.376
-1.133 1.449 -0.376
-1.132 1.449 -0.375
-1.132 1.450 -0.375
-1.132 1.450 -0.374
-1.132 1.451 -0.374
-1.131 1.451 -0.373
-1.131 1.452 -0.373
-1.131 1.453 -0.372
-1.131 1.453 -0.372
-1.131 1.453 -0.371
-1.131 1.453 -0.370
-1.131 1.454 -0.370
-1.131 1.454 -0.369
-1.130 1.454 -0.368
-1.130 1.454 -0.367
-1.130 1.454 -0.366
-1.130 1.454 -0.366
-1.130 1.454 -0.365
-1.129 1.454 -0.364
-1.129 1.454 -0.363
-1.129 1.453 -0.361
-1.128 1.453 -0.360
-1.127 1.452 -0.359
-1.127 1.452 -0.358
-1.126 1.452 -0.357
-1.126 1.451 -0.356
-1.125 1.450 -0.354
-1.124 1.450 -0.353
-1.124 1.449 -0.352
-1.123 1.448 -0.350
-1.122 1.447 -0.349
-1.122 1.446 -0.347
-1.121 1.445 -0.346
-1.121 1.444 -0.344
-1.120 1.443 -0.343
-1.119 1.442 -0.341
-1.119 1.441 -0.339
-1.118 1.439 -0.338
-1.118 1.438 -0.336
-1.117 1.437 -0.335
-1.116 1.436 -0.333
-1.116 1.435 -0.332
-1.115 1.433 -0.330
-1.114 1.432 -0.328
-1.114 1.431 -0.327
-1.113 1.430 -0.325
-1.112 1.429 -0.323
-1.111 1.428 -0.321
-1.111 1.427 -0.320
-1.110 1.426 -0.318
-1.109 1.425 -0.316
-1.108 1.424 -0.315
-1.108 1.423 -0.313
-1.107 1.422 -0.312
-1.106 1.421 -0.310
-1.106 1.420 -0.308
-1.105 1.419 -0.306
-1.105 1.418 -0.305
-1.104 1.418 -0.304
-1.104 1.417 -0.302
-1.104 1.416 -0.301
-1.103 1.415 -0.299
-1.103 1.415 -0.298
-1.102 1.414 -0.296
-1.102 1.414 -0.295
-1.102 1.413 -0.294
-1.101 1.413 -0.293
-1.101 1.412 -0.291
-1.101 1.412 -0.290
-1.101 1.412 -0.289
-1.100 1.412 -0.288
-1.100 1.412 -0.287
-1.100 1.411 -0.285
-1.099 1.411 -0.284
-1.099 1.411 -0.283
-1.099 1.411 -0.282
-1.098 1.411 -0.281
-1.098 1.411 -0.280
-1.098 1.411 -0.278
-1.098 1.411 -0.277
-1.097 1.411 -0.276
-1.097 1.411 -0.275
-1.097 1.411 -0.274
-1.097 1.411 -0.273
-1.096 1.411 -0.273
-1.095 1.411 -0.271
-1.095 1.411 -0.270
