x y z
-1.353 1.402 -0.424
-1.353 1.403 -0.422
-1.354 1.403 -0.421
-1.355 1.404 -0.420
-1.356 1.404 -0.419
-1.356 1.404 -0.418
-1.358 1.405 -0.416
-1.359 1.405 -0.415
-1.359 1.405 -0.414
-1.360 1.406 -0.413
-1.360 1.406 -0.411
-1.361 1.407 -0.410
-1.362 1.407 -0.409
-1.362 1.408 -0.408
-1.362 1.409 -0.407
-1.363 1.409 -0.406
-1.363 1.410 -0.405
-1.364 1.410 -0.404
-1.365 1.410 -0.403
-1.365 1.411 -0.401
-1.366 1.411 -0.401
-1.366 1.411 -0.399
-1.368 1.411 -0.398
-1.368 1.412 -0.397
-1.369 1.412 -0.396
-1.369 1.413 -0.395
-1.370 1.413 -0.394
-1.371 1.414 -0.393
-1.371 1.414 -0.392
-1.372 1.415 -0.391
-1.372 1.416 -0.390
-1.372 1.416 -0.389
-1.373 1.417 -0.388
-1.375 1.417 -0.384
-1.374 1.418 -0.385
-1.374 1.418 -0.384
-1.375 1.419 -0.383
-1.375 1.419 -0.383
-1.376 1.420 -0.381
-1.376 1.420 -0.380
-1.377 1.420 -0.379
-1.378 1.421 -0.378
-1.379 1.421 -0.377
-1.378 1.421 -0.377
-1.379 1.422 -0.375
-1.380 1.423 -0.374
-1.380 1.423 -0.374
-1.380 1.424 -0.373
-1.381 1.424 -0.372
-1.382 1.425 -0.370
-1.381 1.426 -0.370
-1.382 1.426 -0.368
-1.383 1.427 -0.367
-1.383 1.427 -0.366
-1.383 1.428 -0.365
-1.383 1.428 -0.364
-1.383 1.429 -0.363
-1.384 1.429 -0.362
-1.384 1.430 -0.361
-1.384 1.430 -0.360
-1.385 1.431 -0.359
-1.384 1.431 -0.359
-1.385 1.431 -0.358
-1.386 1.432 -0.357
-1.386 1.432 -0.356
-1.386 1.433 -0.355
-1.387 1.434 -0.354
-1.387 1.434 -0.354
-1.388 1.435 -0.353
-1.389 1.435 -0.352
-1.389 1.435 -0.352
-1.389 1.436 -0.351
-1.390 1.436 -0.350
-1.391 1.437 -0.349
-1.391 1.438 -0.348
-1.391 1.439 -0.348
-1.391 1.440 -0.347
-1.391 1.442 -0.346
-1.389 1.443 -0.345
-1.388 1.445 -0.344
-1.387 1.447 -0.343
-1.384 1.450 -0.343
-1.383 1.452 -0.342
-1.380 1.454 -0.341
-1.378 1.457 -0.341
-1.375 1.460 -0.340
-1.372 1.463 -0.340
-1.369 1.466 -0.340
-1.366 1.470 -0.340
-1.362 1.473 -0.340
-1.359 1.477 -0.339
-1.356 1.480 -0.339
-1.352 1.484 -0.339
-1.348 1.488 -0.339
-1.345 1.492 -0.338
-1.340 1.496 -0.338
-1.336 1.500 -0.338
-1.331 1.504 -0.337
-1.327 1.509 -0.337
-1.322 1.513 -0.336
-1.317 1.517 -0.336
-1.312 1.522 -0.335
-1.307 1.526 -0.335
-1.302 1.531 -0.334
-1.297 1.535 -0.334
-1.292 1.540 -0.333
-1.286 1.544 -0.333
-1.282 1.548 -0.332
-1.276 1.553 -0.332
-1.271 1.557 -0.331
-1.267 1.562 -0.331
-1.261 1.566 -0.330
-1.256 1.571 -0.330
-1.251 1.575 -0.329
-1.245 1.580 -0.329
-1.240 1.584 -0.329
-1.234 1.589 -0.329
-1.229 1.594 -0.328
-1.224 1.598 -0.328
-1.219 1.604 -0.327
-1.213 1.608 -0.327
-1.208 1.613 -0.327
-1.202 1.618 -0.327
-1.196 1.623 -0.327
-1.191 1.628 -0.327
-1.185 1.633 -0.326
-1.178 1.638 -0.328
-1.173 1.643 -0.326
-1.167 1.648 -0.326
-1.162 1.653 -0.326
-1.155 1.658 -0.326
-1.150 1.663 -0.326
-1.143 1.669 -0.326
-1.137 1.674 -0.326
-1.131 1.679 -0.326
-1.125 1.685 -0.326
-1.119 1.690 -0.326
-1.112 1.696 -0.326
-1.106 1.701 -0.326
-1.100 1.707 -0.326
-1.093 1.712 -0.326
-1.087 1.718 -0.326
-1.080 1.723 -0.326
-1.074 1.728 -0.327
-1.067 1.734 -0.327
-1.060 1.739 -0.327
-1.054 1.745 -0.327
-1.047 1.750 -0.328
-1.041 1.755 -0.328
-1.034 1.761 -0.328
-1.027 1.766 -0.328
-1.020 1.772 -0.329
-1.014 1.776 -0.329
-1.009 1.780 -0.329
-1.005 1.783 -0.329
-1.003 1.784 -0.330
-1.002 1.785 -0.330
-1.003 1.784 -0.331
-1.005 1.783 -0.332
-1.008 1.781 -0.334
-1.012 1.778 -0.336
-1.017 1.775 -0.338
-1.021 1.772 -0.339
-1.026 1.770 -0.341
-1.030 1.767 -0.342
-1.033 1.764 -0.343
-1.036 1.762 -0.344
-1.038 1.760 -0.345
-1.039 1.758 -0.346
-1.041 1.756 -0.346
-1.042 1.754 -0.346
-1.043 1.753 -0.347
-1.043 1.752 -0.347
-1.044 1.751 -0.347
-1.044 1.750 -0.347
-1.044 1.749 -0.347
-1.043 1.748 -0.347
-1.043 1.747 -0.347
-1.043 1.746 -0.346
-1.042 1.746 -0.346
-1.041 1.745 -0.346
-1.040 1.744 -0.346
-1.039 1.744 -0.345
-1.038 1.743 -0.345
-1.037 1.743 -0.344
-1.036 1.743 -0.344
-1.034 1.743 -0.344
-1.033 1.743 -0.343
-1.032 1.742 -0.343
-1.031 1.742 -0.342
-1.029 1.742 -0.342
-1.028 1.742 -0.341
-1.026 1.742 -0.341
-1.025 1.742 -0.340
-1.024 1.742 -0.339
-1.022 1.742 -0.339
-1.021 1.741 -0.338
-1.019 1.741 -0.338
-1.018 1.741 -0.337
-1.016 1.742 -0.337
-1.015 1.742 -0.336
-1.014 1.742 -0.335
-1.013 1.742 -0.334
-1.011 1.742 -0.334
-1.010 1.742 -0.333
-1.009 1.742 -0.332
-1.008 1.742 -0.332
-1.007 1.743 -0.331
-1.006 1.743 -0.330
-1.004 1.744 -0.330
-1.004 1.744 -0.329
-1.003 1.744 -0.328
-1.002 1.744 -0.327
-1.001 1.745 -0.327
-1.000 1.745 -0.326
-0.999 1.746 -0.325
-0.998 1.746 -0.325
-0.997 1.746 -0.324
-0.996 1.746 -0.323
-0.995 1.746 -0.323
-0.995 1.746 -0.322
-0.994 1.747 -0.321
-0.994 1.747 -0.320
-0.993 1.747 -0.320
-0.993 1.747 -0.319
-0.992 1.747 -0.319
-0.992 1.747 -0.318
-0.992 1.747 -0.317
-0.991 1.748 -0.317
-0.990 1.748 -0.316
-0.990 1.748 -0.315
