x y z
-1.903 -0.195 -0.610
-1.903 -0.194 -0.609
-1.903 -0.194 -0.608
-1.903 -0.194 -0.606
-1.903 -0.194 -0.605
-1.904 -0.194 -0.604
-1.904 -0.194 -0.603
-1.904 -0.194 -0.601
-1.905 -0.193 -0.600
-1.904 -0.193 -0.599
-1.904 -0.193 -0.597
-1.904 -0.193 -0.596
-1.904 -0.192 -0.595
-1.904 -0.192 -0.593
-1.904 -0.192 -0.592
-1.904 -0.191 -0.590
-1.904 -0.191 -0.589
-1.904 -0.191 -0.588
-1.904 -0.191 -0.586
-1.903 -0.191 -0.585
-1.903 -0.191 -0.584
-1.903 -0.191 -0.583
-1.903 -0.191 -0.581
-1.903 -0.191 -0.580
-1.903 -0.191 -0.579
-1.902 -0.191 -0.578
-1.902 -0.191 -0.576
-1.902 -0.191 -0.575
-1.902 -0.191 -0.574
-1.902 -0.191 -0.573
-1.901 -0.191 -0.571
-1.901 -0.191 -0.570
-1.901 -0.191 -0.569
-1.900 -0.191 -0.567
-1.900 -0.191 -0.566
-1.901 -0.191 -0.565
-1.900 -0.191 -0.563
-1.901 -0.191 -0.563
-1.901 -0.191 -0.562
-1.901 -0.191 -0.561
-1.900 -0.190 -0.559
-1.900 -0.191 -0.558
-1.900 -0.190 -0.557
-1.900 -0.190 -0.556
-1.900 -0.190 -0.555
-1.899 -0.190 -0.553
-1.899 -0.190 -0.552
-1.899 -0.190 -0.551
-1.899 -0.190 -0.550
-1.899 -0.191 -0.549
-1.898 -0.191 -0.548
-1.898 -0.191 -0.546
-1.898 -0.191 -0.545
-1.897 -0.191 -0.544
-1.897 -0.192 -0.543
-1.897 -0.191 -0.542
-1.896 -0.192 -0.541
-1.896 -0.191 -0.540
-1.896 -0.192 -0.539
-1.896 -0.192 -0.538
-1.895 -0.192 -0.536
-1.895 -0.192 -0.535
-1.895 -0.192 -0.534
-1.895 -0.192 -0.533
-1.894 -0.191 -0.532
-1.894 -0.191 -0.531
-1.894 -0.191 -0.530
-1.893 -0.191 -0.528
-1.893 -0.191 -0.527
-1.892 -0.191 -0.526
-1.892 -0.191 -0.525
-1.891 -0.191 -0.524
-1.890 -0.191 -0.523
-1.889 -0.191 -0.522
-1.888 -0.191 -0.521
-1.886 -0.191 -0.520
