x y z
-1.407 -0.095 -0.631
-1.407 -0.094 -0.630
-1.406 -0.094 -0.628
-1.407 -0.092 -0.628
-1.406 -0.092 -0.626
-1.407 -0.091 -0.625
-1.407 -0.090 -0.624
-1.407 -0.089 -0.622
-1.407 -0.089 -0.621
-1.407 -0.088 -0.619
-1.407 -0.087 -0.618
-1.407 -0.086 -0.616
-1.406 -0.086 -0.615
-1.406 -0.085 -0.613
-1.406 -0.084 -0.612
-1.406 -0.084 -0.610
-1.406 -0.083 -0.609
-1.406 -0.082 -0.607
-1.406 -0.082 -0.606
-1.406 -0.082 -0.604
-1.406 -0.081 -0.603
-1.405 -0.081 -0.601
-1.405 -0.081 -0.599
-1.405 -0.080 -0.598
-1.405 -0.080 -0.596
-1.404 -0.079 -0.595
-1.404 -0.079 -0.593
-1.404 -0.078 -0.592
-1.404 -0.077 -0.590
-1.404 -0.077 -0.589
-1.404 -0.076 -0.587
-1.404 -0.076 -0.585
-1.404 -0.075 -0.584
-1.404 -0.075 -0.582
-1.403 -0.075 -0.581
-1.403 -0.074 -0.579
-1.403 -0.074 -0.578
-1.403 -0.073 -0.576
-1.403 -0.073 -0.575
-1.403 -0.073 -0.573
-1.402 -0.073 -0.571
-1.402 -0.073 -0.570
-1.402 -0.073 -0.568
-1.402 -0.072 -0.567
-1.401 -0.072 -0.565
-1.401 -0.072 -0.564
-1.401 -0.071 -0.562
-1.401 -0.071 -0.561
-1.400 -0.070 -0.559
-1.400 -0.070 -0.557
-1.400 -0.070 -0.556
-1.400 -0.069 -0.554
-1.400 -0.069 -0.553
-1.399 -0.068 -0.551
-1.399 -0.068 -0.549
-1.399 -0.068 -0.548
-1.399 -0.068 -0.547
-1.398 -0.068 -0.545
-1.398 -0.068 -0.543
-1.398 -0.068 -0.542
-1.397 -0.068 -0.540
-1.397 -0.067 -0.539
-1.396 -0.067 -0.537
-1.396 -0.067 -0.536
-1.396 -0.067 -0.534
-1.395 -0.067 -0.533
-1.395 -0.066 -0.531
-1.395 -0.066 -0.530
-1.395 -0.066 -0.528
-1.395 -0.066 -0.527
-1.395 -0.065 -0.526
-1.394 -0.064 -0.524
-1.394 -0.063 -0.522
-1.393 -0.062 -0.521
-1.393 -0.060 -0.519
-1.393 -0.058 -0.518
-1.392 -0.055 -0.516
-1.392 -0.052 -0.515
-1.391 -0.049 -0.513
-1.391 -0.046 -0.512
-1.390 -0.042 -0.511
-1.390 -0.038 -0.510
-1.389 -0.033 -0.509
-1.389 -0.029 -0.509
-1.389 -0.024 -0.508
-1.388 -0.019 -0.507
-1.388 -0.014 -0.507
-1.388 -0.009 -0.506
-1.387 -0.003 -0.505
-1.387 0.002 -0.505
-1.387 0.008 -0.504
-1.387 0.014 -0.504
-1.386 0.020 -0.503
-1.386 0.026 -0.502
-1.386 0.032 -0.501
-1.385 0.038 -0.500
-1.385 0.044 -0.500
-1.384 0.051 -0.499
-1.383 0.057 -0.498
-1.383 0.063 -0.497
-1.382 0.069 -0.496
-1.381 0.076 -0.495
-1.381 0.082 -0.494
-1.380 0.088 -0.493
-1.379 0.095 -0.492
-1.379 0.101 -0.492
-1.378 0.108 -0.491
-1.377 0.115 -0.490
-1.377 0.121 -0.489
-1.376 0.128 -0.489
-1.375 0.135 -0.488
-1.375 0.142 -0.487
-1.374 0.149 -0.487
-1.373 0.156 -0.486
-1.372 0.162 -0.485
-1.372 0.169 -0.485
-1.371 0.176 -0.484
-1.370 0.183 -0.483
-1.369 0.189 -0.482
-1.368 0.196 -0.482
-1.367 0.203 -0.481
-1.366 0.211 -0.481
-1.365 0.218 -0.480
-1.364 0.225 -0.479
-1.363 0.232 -0.479
-1.362 0.239 -0.478
-1.362 0.247 -0.478
-1.361 0.254 -0.478
-1.360 0.262 -0.477
-1.359 0.270 -0.477
-1.358 0.278 -0.477
-1.357 0.286 -0.477
-1.356 0.293 -0.476
-1.355 0.301 -0.476
-1.355 0.309 -0.476
-1.354 0.317 -0.476
-1.353 0.325 -0.476
-1.352 0.333 -0.476
-1.351 0.341 -0.476
-1.350 0.349 -0.476
-1.349 0.357 -0.476
-1.348 0.365 -0.476
-1.347 0.373 -0.476
-1.346 0.381 -0.476
-1.345 0.390 -0.476
-1.344 0.398 -0.476
-1.343 0.406 -0.476
-1.342 0.415 -0.476
-1.341 0.423 -0.476
-1.340 0.431 -0.476
-1.340 0.437 -0.476
-1.339 0.442 -0.476
-1.339 0.446 -0.476
-1.339 0.447 -0.476
-1.339 0.448 -0.477
-1.340 0.446 -0.478
-1.340 0.444 -0.479
-1.339 0.440 -0.481
-1.339 0.436 -0.482
-1.340 0.433 -0.484
-1.340 0.430 -0.486
-1.340 0.428 -0.487
-1.340 0.425 -0.488
-1.339 0.423 -0.489
-1.339 0.422 -0.490
-1.338 0.420 -0.491
-1.338 0.419 -0.491
-1.337 0.418 -0.491
-1.336 0.417 -0.492
-1.335 0.417 -0.492
-1.334 0.417 -0.492
-1.333 0.417 -0.492
-1.332 0.417 -0.492
-1.331 0.418 -0.492
-1.330 0.418 -0.492
-1.329 0.419 -0.492
-1.328 0.420 -0.491
-1.327 0.421 -0.491
-1.326 0.422 -0.491
-1.325 0.423 -0.491
-1.324 0.425 -0.490
-1.323 0.426 -0.490
-1.322 0.427 -0.490
-1.321 0.428 -0.490
-1.319 0.430 -0.489
-1.318 0.431 -0.489
-1.317 0.432 -0.488
-1.316 0.434 -0.488
-1.315 0.435 -0.487
-1.314 0.437 -0.487
-1.313 0.438 -0.486
-1.311 0.440 -0.486
-1.310 0.441 -0.485
-1.309 0.443 -0.485
-1.308 0.444 -0.484
-1.307 0.446 -0.484
-1.306 0.447 -0.483
-1.305 0.449 -0.482
-1.304 0.451 -0.482
-1.303 0.452 -0.481
-1.302 0.454 -0.480
-1.301 0.455 -0.480
-1.300 0.457 -0.479
-1.299 0.458 -0.479
-1.298 0.460 -0.478
-1.297 0.461 -0.477
-1.296 0.462 -0.477
-1.295 0.464 -0.476
-1.294 0.465 -0.475
-1.293 0.466 -0.475
-1.293 0.467 -0.474
-1.292 0.468 -0.474
-1.291 0.470 -0.473
-1.290 0.471 -0.473
-1.290 0.472 -0.472
-1.289 0.473 -0.472
-1.289 0.474 -0.471
-1.288 0.475 -0.471
-1.288 0.476 -0.470
-1.287 0.478 -0.470
-1.287 0.478 -0.469
-1.286 0.479 -0.469
-1.286 0.480 -0.468
-1.285 0.481 -0.468
-1.285 0.482 -0.467
-1.284 0.483 -0.467
-1.284 0.484 -0.466
-1.283 0.485 -0.465
-1.283 0.486 -0.465
-1.282 0.487 -0.464
-1.282 0.488 -0.464
-1.282 0.489 -0.463
-1.281 0.490 -0.463
-1.281 0.491 -0.462
-1.280 0.492 -0.462
-1.280 0.493 -0.461
-1.280 0.494 -0.461
-1.279 0.495 -0.460
-1.279 0.496 -0.459
-1.278 0.497 -0.459
-1.278 0.498 -0.458
-1.277 0.498 -0.458
-1.277 0.499 -0.457
-1.277 0.500 -0.456
-1.276 0.501 -0.456
-1.276 0.502 -0.455
-1.275 0.503 -0.454
-1.275 0.504 -0.454
-1.274 0.505 -0.453
-1.274 0.506 -0.452
-1.273 0.506 -0.451
-1.273 0.507 -0.450
-1.272 0.508 -0.450
-1.272 0.509 -0.449
-1.271 0.510 -0.448
-1.270 0.511 -0.447
-1.270 0.511 -0.447
-1.269 0.512 -0.446
-1.268 0.513 -0.445
-1.268 0.514 -0.444
-1.267 0.515 -0.443
-1.267 0.516 -0.442
-1.266 0.517 -0.441
-1.265 0.518 -0.440
-1.264 0.519 -0.439
-1.264 0.520 -0.438
-1.263 0.520 -0.437
-1.262 0.521 -0.436
-1.262 0.522 -0.435
-1.261 0.523 -0.434
-1.260 0.524 -0.433
-1.259 0.525 -0.432
-1.258 0.526 -0.431
-1.258 0.527 -0.430
-1.257 0.528 -0.429
-1.256 0.529 -0.427
-1.256 0.530 -0.426
-1.255 0.531 -0.425
-1.254 0.532 -0.424
-1.253 0.534 -0.423
-1.253 0.535 -0.422
-1.252 0.535 -0.421
-1.251 0.536 -0.420
-1.250 0.537 -0.418
-1.250 0.538 -0.417
-1.249 0.539 -0.416
-1.248 0.540 -0.415
