x y z
-2.202 -0.400 -0.521
-2.201 -0.400 -0.520
-2.201 -0.400 -0.518
-2.200 -0.401 -0.517
-2.200 -0.401 -0.515
-2.199 -0.402 -0.514
-2.199 -0.402 -0.513
-2.198 -0.403 -0.512
-2.198 -0.403 -0.510
-2.197 -0.404 -0.509
-2.197 -0.404 -0.508
-2.196 -0.405 -0.506
-2.196 -0.406 -0.505
-2.195 -0.407 -0.504
-2.195 -0.407 -0.502
-2.194 -0.408 -0.501
-2.193 -0.409 -0.500
-2.192 -0.410 -0.498
-2.191 -0.411 -0.497
-2.189 -0.412 -0.496
-2.185 -0.413 -0.494
-2.179 -0.414 -0.494
-2.171 -0.416 -0.493
-2.162 -0.418 -0.493
-2.152 -0.420 -0.493
-2.142 -0.421 -0.494
-2.131 -0.423 -0.494
-2.120 -0.425 -0.495
-2.109 -0.427 -0.497
-2.096 -0.429 -0.498
-2.084 -0.431 -0.500
-2.071 -0.433 -0.502
-2.057 -0.435 -0.503
-2.044 -0.437 -0.505
-2.030 -0.439 -0.507
-2.015 -0.441 -0.509
-2.000 -0.443 -0.511
-1.985 -0.445 -0.513
-1.970 -0.447 -0.515
-1.955 -0.449 -0.517
-1.940 -0.451 -0.520
-1.924 -0.453 -0.522
-1.908 -0.455 -0.525
-1.892 -0.457 -0.528
-1.876 -0.459 -0.531
-1.860 -0.461 -0.534
-1.843 -0.462 -0.537
-1.827 -0.464 -0.540
-1.810 -0.466 -0.543
-1.793 -0.468 -0.547
-1.776 -0.470 -0.550
-1.759 -0.472 -0.554
-1.742 -0.474 -0.558
-1.724 -0.475 -0.562
-1.707 -0.477 -0.566
-1.689 -0.479 -0.570
-1.671 -0.481 -0.574
-1.653 -0.483 -0.578
-1.635 -0.485 -0.583
-1.617 -0.487 -0.587
-1.598 -0.489 -0.592
-1.582 -0.493 -0.595
-1.561 -0.493 -0.601
-1.544 -0.496 -0.605
-1.526 -0.498 -0.610
-1.507 -0.500 -0.615
-1.488 -0.502 -0.620
-1.469 -0.504 -0.625
-1.450 -0.506 -0.630
-1.430 -0.508 -0.635
-1.411 -0.510 -0.640
-1.392 -0.513 -0.645
-1.372 -0.515 -0.651
-1.353 -0.517 -0.656
-1.333 -0.520 -0.661
-1.313 -0.522 -0.666
-1.293 -0.524 -0.671
-1.273 -0.527 -0.676
-1.253 -0.529 -0.682
-1.232 -0.531 -0.687
-1.212 -0.534 -0.692
-1.192 -0.536 -0.697
-1.171 -0.538 -0.702
-1.151 -0.541 -0.706
-1.131 -0.543 -0.711
-1.110 -0.546 -0.716
-1.089 -0.548 -0.720
-1.069 -0.551 -0.725
-1.048 -0.553 -0.729
-1.028 -0.556 -0.733
-1.007 -0.559 -0.738
-0.986 -0.561 -0.742
-0.965 -0.564 -0.746
-0.944 -0.566 -0.749
-0.923 -0.569 -0.753
-0.903 -0.571 -0.756
-0.886 -0.573 -0.759
-0.871 -0.575 -0.762
-0.860 -0.576 -0.764
-0.853 -0.577 -0.767
-0.851 -0.578 -0.769
